beta,timestep_ns,src,dst,baseline_path,da_path,path_changed,baseline_hop_count,da_hop_count,baseline_total_cost_m,da_modified_total_cost_m,baseline_path_da_modified_cost_m,da_path_baseline_cost_m,baseline_physical_rtt_ms,da_physical_rtt_ms
0.3,0,410,425,410->241->240->239->226->213->200->187->425,410->241->240->239->226->213->200->187->425,False,8,8,18697558.981840618,20455028.616010617,20455028.616010617,18697558.981840618,124.73668688383493,124.73668688383493
0.3,0,386,424,386->195->196->197->198->211->224->237->250->263->276->289->302->303->424,386->195->196->197->198->211->224->237->250->263->276->289->302->303->424,False,14,14,30747829.403975915,27241632.478897642,27241632.478897642,30747829.403975915,205.12743788888721,205.12743788888721
0.3,0,424,386,424->303->302->289->276->263->250->237->224->211->198->197->196->195->386,424->303->302->289->276->263->250->237->224->211->198->197->196->195->386,False,14,14,30747829.40397591,34254116.43037976,34254116.43037976,30747829.40397591,205.1274378888872,205.1274378888872
0.3,0,355,401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,False,14,14,32034182.872998983,32592851.080903996,32592851.080903996,32034182.872998983,213.70906450888089,213.70906450888089
0.3,0,401,355,401->38->51->64->77->90->103->116->129->142->155->168->181->169->355,401->38->51->64->77->90->103->116->129->142->155->168->181->169->355,False,14,14,32034182.87299898,31891647.585287675,31891647.585287675,32034182.87299898,213.70906450888086,213.70906450888086
0.3,0,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,13213667.082365327,12931352.487148082,12931352.487148082,13213667.082365327,88.15209809157591,88.15209809157591
0.3,0,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,13213667.082365327,13336107.346801065,13336107.346801065,13213667.082365327,88.15209809157591,88.15209809157591
0.3,0,432,446,432->222->223->224->237->250->263->276->289->302->315->328->341->3->16->29->42->43->44->446,432->222->223->224->237->250->263->276->289->302->315->328->341->3->16->29->42->43->44->446,False,19,19,38360467.36273173,35233681.05532425,35233681.05532425,38360467.36273173,255.913491744557,255.913491744557
0.3,0,446,432,446->44->43->42->29->16->3->341->328->315->302->289->276->263->250->237->224->223->222->432,446->44->43->42->29->16->3->341->328->315->302->289->276->263->250->237->224->223->222->432,False,19,19,38360467.36273173,41470973.75816969,41470973.75816969,38360467.36273173,255.913491744557,255.913491744557
0.3,0,394,361,394->44->31->18->361,394->44->31->18->361,False,4,4,7216817.817853596,7066688.131734605,7066688.131734605,7216817.817853596,48.14542611244474,48.14542611244474
0.3,0,361,394,361->18->31->44->394,361->18->31->44->394,False,4,4,7216817.817853596,7473611.2847849205,7473611.2847849205,7216817.817853596,48.14542611244474,48.14542611244474
0.3,0,441,436,441->241->240->239->238->237->224->223->222->436,441->241->242->243->230->231->232->233->221->222->436,True,9,10,25601337.190057844,21336812.401475713,31180565.400094867,29155149.31984408,170.7937375132889,194.50222006481616
0.3,0,436,441,436->222->223->224->237->238->239->240->241->441,436->222->223->224->237->238->239->240->241->441,False,9,9,25601337.19005784,20019419.670096263,20019419.670096263,25601337.19005784,170.79373751328887,170.79373751328887
0.3,0,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,24051705.554096743,24053259.104290023,24053259.104290023,24051705.554096743,160.45570802249298,160.45570802249298
0.3,0,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,24051705.554096743,23622138.84185039,23622138.84185039,24051705.554096743,160.45570802249298,160.45570802249298
0.3,0,364,440,364->183->182->194->193->192->191->178->165->152->139->126->113->100->87->86->440,364->183->184->185->172->159->146->133->120->107->94->81->82->83->84->85->86->440,True,16,17,38384352.24990928,33773928.52663627,43817096.06750254,41599489.45896322,256.07283456016285,277.5219212416826
0.3,0,440,364,440->86->87->100->113->126->139->152->165->178->191->192->193->194->182->183->364,440->86->87->100->113->126->139->152->165->178->191->192->193->194->182->183->364,False,16,16,38384352.24990928,32736091.317310285,32736091.317310285,38384352.24990928,256.07283456016285,256.07283456016285
0.3,10000000000,399,447,399->19->18->17->16->29->42->55->68->81->94->107->120->133->132->131->130->447,399->19->20->21->22->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,17,18,40083167.40738172,37858675.550951995,47483160.40461122,43943495.7920799,267.4061093783868,293.15944827457866
0.3,10000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->16->17->18->19->399,447->130->131->132->133->120->107->94->81->68->55->42->29->16->17->18->19->399,False,17,17,40083167.40738173,32691271.239475664,32691271.239475664,40083167.40738173,267.4061093783869,267.4061093783869
0.3,10000000000,425,410,425->187->200->213->226->239->240->241->410,425->187->200->213->226->239->240->241->410,False,8,8,18683258.267640077,17138127.710415673,17138127.710415673,18683258.267640077,124.64128278797511,124.64128278797511
0.3,10000000000,410,425,410->241->240->239->226->213->200->187->425,410->241->240->239->226->213->200->187->425,False,8,8,18683258.267640077,20438511.474259157,20438511.474259157,18683258.267640077,124.64128278797511,124.64128278797511
0.3,10000000000,386,424,386->195->196->197->184->171->158->145->132->424,386->195->196->197->184->171->158->145->132->424,False,9,9,18931668.28721989,16857025.614679053,16857025.614679053,18931668.28721989,126.29849605636103,126.29849605636103
0.3,10000000000,424,386,424->132->145->158->171->184->197->196->195->386,424->132->145->158->171->184->197->196->195->386,False,9,9,18931668.28721989,20775001.66572454,20775001.66572454,18931668.28721989,126.29849605636103,126.29849605636103
0.3,10000000000,355,401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,False,14,14,32082665.313418716,32633951.569080718,32633951.569080718,32082665.313418716,214.03250453631304,214.03250453631304
0.3,10000000000,401,355,401->38->51->64->77->90->103->116->129->142->155->168->181->169->355,401->38->51->64->77->90->103->116->129->142->155->168->181->169->355,False,14,14,32082665.313418712,31938113.781611457,31938113.781611457,32082665.313418712,214.032504536313,214.032504536313
0.3,10000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,13114791.41125557,12830824.18282389,12830824.18282389,13114791.41125557,87.4924706161592,87.4924706161592
0.3,10000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,13114791.41125557,13237731.760371609,13237731.760371609,13114791.41125557,87.4924706161592,87.4924706161592
0.3,10000000000,432,446,432->222->223->224->237->250->263->276->289->302->315->328->341->3->16->29->42->43->44->446,432->222->223->224->237->250->263->276->289->302->315->328->341->3->16->29->42->43->44->446,False,19,19,38358151.93222657,35238724.40127726,35238724.40127726,38358151.93222657,255.89804485492806,255.89804485492806
0.3,10000000000,446,432,446->44->43->42->29->16->3->341->328->315->302->289->276->263->250->237->224->223->222->432,446->44->43->42->29->16->3->341->328->315->302->289->276->263->250->237->224->223->222->432,False,19,19,38358151.93222657,41476050.500394166,41476050.500394166,38358151.93222657,255.89804485492806,255.89804485492806
0.3,10000000000,394,361,394->44->31->18->361,394->44->31->18->361,False,4,4,7223426.383665495,7072193.991283853,7072193.991283853,7223426.383665495,48.1895137179568,48.1895137179568
0.3,10000000000,361,394,361->18->31->44->394,361->18->31->44->394,False,4,4,7223426.383665495,7480483.649661976,7480483.649661976,7223426.383665495,48.1895137179568,48.1895137179568
0.3,10000000000,441,436,441->241->240->239->238->237->224->223->222->436,441->241->242->243->230->231->232->233->221->222->436,True,9,10,25603531.23752352,21336540.097832687,31183276.664751947,29154228.8057323,170.80837462244307,194.4960790556799
0.3,10000000000,436,441,436->222->223->224->237->238->239->240->241->441,436->222->223->224->237->238->239->240->241->441,False,9,9,25603531.23752352,20022213.37185817,20022213.37185817,25603531.23752352,170.80837462244307,170.80837462244307
0.3,10000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23943345.969727397,23946172.220407363,23946172.220407363,23943345.969727397,159.7328106881688,159.7328106881688
0.3,10000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23943345.969727393,23509391.357120197,23509391.357120197,23943345.969727393,159.73281068816877,159.73281068816877
0.3,10000000000,364,440,364->183->182->194->193->192->191->178->165->152->139->126->113->100->87->86->440,364->183->184->185->172->159->146->133->120->107->94->81->82->83->84->85->86->440,True,16,17,38404398.44118446,33828274.68997109,43842450.547743686,41649322.785247155,256.2065683532603,277.8543734095349
0.3,10000000000,440,364,440->86->87->100->113->126->139->152->165->178->191->192->193->194->182->183->364,440->86->87->100->113->126->139->152->165->178->191->192->193->194->182->183->364,False,16,16,38404398.44118446,32758931.47128799,32758931.47128799,38404398.44118446,256.2065683532603,256.2065683532603
0.3,20000000000,399,447,399->19->18->17->16->29->42->55->68->81->94->107->120->133->132->131->130->447,399->19->20->21->22->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,17,18,40137624.25490013,37882858.94976924,47542843.31373134,43964519.98629482,267.76940635978326,293.2997066009901
0.3,20000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->16->17->18->19->399,447->130->131->132->133->120->107->94->81->68->55->42->29->16->17->18->19->399,False,17,17,40137624.25490013,32750738.71138876,32750738.71138876,40137624.25490013,267.76940635978326,267.76940635978326
0.3,20000000000,425,410,425->187->200->213->226->239->240->241->410,425->187->200->213->226->239->240->241->410,False,8,8,18675061.722605914,17130445.268677358,17130445.268677358,18675061.722605914,124.58660132541368,124.58660132541368
0.3,20000000000,410,425,410->241->240->239->226->213->200->187->425,410->241->240->239->226->213->200->187->425,False,8,8,18675061.72260591,20428097.564942434,20428097.564942434,18675061.72260591,124.58660132541365,124.58660132541365
0.3,20000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29223697.059503578,26172333.65118283,26172333.65118283,29223697.059503578,194.95952135996413,194.95952135996413
0.3,20000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29223697.059503585,32291572.80741015,32291572.80741015,29223697.059503585,194.95952135996419,194.95952135996419
0.3,20000000000,355,401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,False,14,14,32135864.52890781,32679802.747829534,32679802.747829534,32135864.52890781,214.38741149991046,214.38741149991046
0.3,20000000000,401,355,401->38->51->64->77->90->103->116->129->142->155->168->181->169->355,401->38->51->64->77->90->103->116->129->142->155->168->181->169->355,False,14,14,32135864.528907813,31989095.412082158,31989095.412082158,32135864.528907813,214.38741149991048,214.38741149991048
0.3,20000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,13020634.83801786,12735144.067204563,12735144.067204563,13020634.83801786,86.8643255729793,86.8643255729793
0.3,20000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,13020634.838017862,13143994.677589148,13143994.677589148,13020634.838017862,86.86432557297931,86.86432557297931
0.3,20000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4686271.422872583,4292894.45534499,4292894.45534499,4686271.422872583,31.263437740468998,31.263437740468998
0.3,20000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4686271.422872583,5132150.526634142,5132150.526634142,4686271.422872583,31.263437740468998,31.263437740468998
0.3,20000000000,394,361,394->44->31->18->361,394->44->31->18->361,False,4,4,7235908.665898476,7083570.559410322,7083570.559410322,7235908.665898476,48.272786541537855,48.272786541537855
0.3,20000000000,361,394,361->18->31->44->394,361->18->31->44->394,False,4,4,7235908.665898476,7493198.499650602,7493198.499650602,7235908.665898476,48.272786541537855,48.272786541537855
0.3,20000000000,441,436,441->241->240->239->238->237->224->223->222->436,441->241->242->243->230->231->232->233->221->222->436,True,9,10,25613328.697322935,21343839.35641985,31193591.508239236,29160891.62293141,170.87373623870775,194.54052858748975
0.3,20000000000,436,441,436->222->223->224->237->238->239->240->241->441,436->222->223->224->237->238->239->240->241->441,False,9,9,25613328.697322935,20032611.831856556,20032611.831856556,25613328.697322935,170.87373623870775,170.87373623870775
0.3,20000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23841118.661882937,23845197.07653618,23845197.07653618,23841118.661882937,159.0508234992552,159.0508234992552
0.3,20000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23841118.66188294,23402923.909272477,23402923.909272477,23841118.66188294,159.0508234992552,159.0508234992552
